"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"CWEAMOAZXOVM","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,8,452832,1,3182,1,NA
"CWEAMOAZXOVM","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,2,456144,2,1480,0,NA
"CWEAMOAZXOVM","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,9,460319,2,2394,0,NA
"CWEAMOAZXOVM","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,6,463821,1,1667,1,NA
"CWEAMOAZXOVM","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,7,466721,2,1252,0,NA
"CWEAMOAZXOVM","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,10,469639,2,1259,1,NA
"CWEAMOAZXOVM","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,15,472693,2,1430,1,NA
"CWEAMOAZXOVM","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,18,475775,2,1525,1,NA
"CWEAMOAZXOVM","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,12,478788,2,1478,1,NA
"CWEAMOAZXOVM","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,5,481950,1,1583,1,NA
"CWEAMOAZXOVM","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,11,485866,2,1993,1,NA
"CWEAMOAZXOVM","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,17,488299,2,1130,1,NA
"CWEAMOAZXOVM","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,16,492842,2,3114,1,NA
"CWEAMOAZXOVM","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,4,496140,1,1846,1,NA
"CWEAMOAZXOVM","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,13,510438,2,13002,1,NA
"CWEAMOAZXOVM","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,3,514168,1,2211,1,NA
"CWEAMOAZXOVM","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,14,516868,2,1278,1,NA
"CWEAMOAZXOVM","test",13,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,79,822782,4,8653,0,NA
"CWEAMOAZXOVM","test",3,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,69,825729,7,2423,0,NA
"CWEAMOAZXOVM","test",14,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,80,827605,4,1363,0,NA
"CWEAMOAZXOVM","test",15,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,81,830490,5,2380,0,NA
"CWEAMOAZXOVM","test",1,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,67,832031,6,1036,0,NA
"CWEAMOAZXOVM","test",9,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,75,833323,5,785,0,NA
"CWEAMOAZXOVM","test",5,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,71,835034,5,1186,0,NA
"CWEAMOAZXOVM","test",4,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,70,836477,5,939,0,NA
"CWEAMOAZXOVM","test",6,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,72,838244,7,1263,0,NA
"CWEAMOAZXOVM","test",16,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,82,840385,4,1634,0,NA
"CWEAMOAZXOVM","test",10,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,76,841619,4,726,0,NA
"CWEAMOAZXOVM","test",12,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,78,843051,5,917,0,NA
"CWEAMOAZXOVM","test",7,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,73,844610,7,1055,0,NA
"CWEAMOAZXOVM","test",11,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,77,846018,5,903,0,NA
"CWEAMOAZXOVM","test",8,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,74,847107,6,580,0,NA
"CWEAMOAZXOVM","test",2,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","13","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,68,848790,5,1176,0,NA
"CWEAMOAZXOVM","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,92,856086,8,4446,0,NA
"CWEAMOAZXOVM","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,86,862746,8,6153,0,NA
"CWEAMOAZXOVM","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,96,871975,6,8723,0,NA
"CWEAMOAZXOVM","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,90,879886,2,7405,0,NA
"CWEAMOAZXOVM","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,93,895333,4,14940,0,NA
"CWEAMOAZXOVM","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,88,901401,6,5549,0,NA
"CWEAMOAZXOVM","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,89,904540,7,2629,0,NA
"CWEAMOAZXOVM","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,85,906660,7,1600,0,NA
"CWEAMOAZXOVM","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,84,908768,8,1582,0,NA
"CWEAMOAZXOVM","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,94,911560,6,2282,0,NA
"CWEAMOAZXOVM","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,97,922264,8,10189,0,NA
"CWEAMOAZXOVM","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,91,928370,7,5585,0,NA
"CWEAMOAZXOVM","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,83,934483,8,5606,0,NA
"CWEAMOAZXOVM","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,95,939258,7,4267,0,NA
"CWEAMOAZXOVM","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,87,943122,1,3359,0,NA
"CWEAMOAZXOVM","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,953247,70,7349,0,NA
"CWEAMOAZXOVM","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,964170,85,10408,0,NA
"CWEAMOAZXOVM","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,971124,60,6435,0,NA
"CWEAMOAZXOVM","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,978180,90,6543,0,NA
"CWEAMOAZXOVM","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,984715,85,6020,0,NA
"CWEAMOAZXOVM","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,991770,75,6510,0,NA
"CWEAMOAZXOVM","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,999198,60,6910,0,NA
"CWEAMOAZXOVM","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,1007067,90,7355,0,NA
"CWEAMOAZXOVM","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,1015689,100,8091,0,NA
"CWEAMOAZXOVM","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,1023675,30,7465,0,NA
"CWEAMOAZXOVM","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,1030299,80,6105,0,NA
"CWEAMOAZXOVM","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,1036042,65,5228,0,NA
"CXLZTCVFMDYJ","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na",500,"na","na","na","na","na","na","NEXT","na","na","na","na",1,1,83096,1,15098,0,NA
"CXLZTCVFMDYJ","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,3,85825,1,2208,1,NA
"CXLZTCVFMDYJ","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,10,88757,2,1305,1,NA
"CXLZTCVFMDYJ","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,16,91647,2,1445,1,NA
"CXLZTCVFMDYJ","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,9,93766,1,866,1,NA
"CXLZTCVFMDYJ","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,18,96273,2,1158,1,NA
"CXLZTCVFMDYJ","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,15,98585,2,1054,1,NA
"CXLZTCVFMDYJ","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,2,100700,1,900,1,NA
"CXLZTCVFMDYJ","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,4,103579,1,1580,1,NA
"CXLZTCVFMDYJ","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,5,105901,1,972,1,NA
"CXLZTCVFMDYJ","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,17,108001,2,792,1,NA
"CXLZTCVFMDYJ","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,11,110605,2,1345,1,NA
"CXLZTCVFMDYJ","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,12,112493,2,623,1,NA
"CXLZTCVFMDYJ","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,6,114717,1,874,1,NA
"CXLZTCVFMDYJ","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,7,117045,1,1168,1,NA
"CXLZTCVFMDYJ","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,13,119567,2,1077,1,NA
"CXLZTCVFMDYJ","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,8,121666,1,954,1,NA
"CXLZTCVFMDYJ","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,14,123672,2,850,1,NA
"CXLZTCVFMDYJ","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,27,331648,5,3806,0,NA
"CXLZTCVFMDYJ","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,25,333512,5,1354,0,NA
"CXLZTCVFMDYJ","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,22,335608,5,1577,0,NA
"CXLZTCVFMDYJ","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,34,336872,5,756,0,NA
"CXLZTCVFMDYJ","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,23,337908,5,527,0,NA
"CXLZTCVFMDYJ","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,31,338744,5,312,0,NA
"CXLZTCVFMDYJ","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,28,339648,5,383,0,NA
"CXLZTCVFMDYJ","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,24,340447,5,285,0,NA
"CXLZTCVFMDYJ","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,30,341215,5,251,0,NA
"CXLZTCVFMDYJ","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,20,342040,5,309,0,NA
"CXLZTCVFMDYJ","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,32,342887,5,326,0,NA
"CXLZTCVFMDYJ","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,33,343767,5,364,0,NA
"CXLZTCVFMDYJ","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,21,344575,5,295,0,NA
"CXLZTCVFMDYJ","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,29,345335,5,242,0,NA
"CXLZTCVFMDYJ","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,19,346151,5,305,0,NA
"CXLZTCVFMDYJ","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,26,346919,5,257,0,NA
"CXLZTCVFMDYJ","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,95,361691,3,11829,0,NA
"CXLZTCVFMDYJ","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,88,373524,6,11320,0,NA
"CXLZTCVFMDYJ","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,83,378141,2,4107,0,NA
